title,link,guid,pubDate,description,source
"檢, '산업부 블랙리스트 의혹' 압수물 분석 집중...윗선 어디까지? - YTN",https://www.ytn.co.kr/_ln/0103_202203292211589477,"OrderedDict([('@isPermaLink', 'false'), ('#text', '1355589810')])","Tue, 29 Mar 2022 13:11:00 GMT","<ol><li><a href=""https://www.ytn.co.kr/_ln/0103_202203292211589477"" target=""_blank"">檢, '산업부 블랙리스트 의혹' 압수물 분석 집중...윗선 어디까지?</a>&nbsp;&nbsp;<font color=""#6f6f6f"">YTN</font></li><li><a href=""https://www.chosun.com/opinion/editorial/2022/03/29/5GA63VZZTBC45NHFJM3N4JOK44/"" target=""_blank"">[사설] 38개월 뭉갠 ‘산업부 블랙리스트’ 수사, 文 검찰의 범죄행위 - 조선일보</a>&nbsp;&nbsp;<font color=""#6f6f6f"">The Chosunilbo</font></li><li><a href=""http://www.mediatoday.co.kr/news/articleView.html?idxno=303209"" target=""_blank"">정권교체기 산자부 강제수사에 ‘검찰공화국 신호탄’ 반발</a>&nbsp;&nbsp;<font color=""#6f6f6f"">미디어오늘</font></li><li><a href=""https://www.hani.co.kr/arti/opinion/column/1036676.html"" target=""_blank"">'검찰의 시간'이 오고 있다 : 칼럼 : 사설.칼럼 : 뉴스</a>&nbsp;&nbsp;<font color=""#6f6f6f"">한겨레</font></li><li><a href=""https://www.mk.co.kr/news/society/view/2022/03/282459/"" target=""_blank"">환경부 판결 답안지 삼은 산업부 수사…새정부 출범 전 기소될까</a>&nbsp;&nbsp;<font color=""#6f6f6f"">매일경제</font></li><li><strong><a href=""https://news.google.com/stories/CAAqNggKIjBDQklTSGpvSmMzUnZjbmt0TXpZd1NoRUtEd2l5MGJLR0JSRkZicnhZM2UtazlpZ0FQAQ?oc=5"" target=""_blank"">Google 뉴스에서 전체 콘텐츠 보기</a></strong></li></ol>","OrderedDict([('@url', 'https://www.ytn.co.kr'), ('#text', 'YTN')])"
거리두기 10인·12시 완화?…'완만한 감소세'에 미칠 영향은? - 한겨레,https://www.hani.co.kr/arti/society/health/1036728.html,"OrderedDict([('@isPermaLink', 'false'), ('#text', '1350438763')])","Tue, 29 Mar 2022 08:32:47 GMT","<ol><li><a href=""https://www.hani.co.kr/arti/society/health/1036728.html"" target=""_blank"">거리두기 10인·12시 완화?…'완만한 감소세'에 미칠 영향은?</a>&nbsp;&nbsp;<font color=""#6f6f6f"">한겨레</font></li><li><a href=""https://www.youtube.com/watch?v=29eRzhFjtP8"" target=""_blank"">확진자 다시 34만 명대…""거리두기 점진적 완화"" / 연합뉴스TV (YonhapnewsTV)</a>&nbsp;&nbsp;<font color=""#6f6f6f"">연합뉴스TV</font></li><li><a href=""https://www.donga.com/news/Society/article/all/20220328/112577545/1"" target=""_blank"">복지부 “거리두기 10인·24시 보고, 사실과 달라”</a>&nbsp;&nbsp;<font color=""#6f6f6f"">게임동아</font></li><li><a href=""https://newsis.com/view/?id=NISX20220329_0001811702"" target=""_blank"">정부 ""방역 강화 필요성 떨어져""…거리두기 완화 검토</a>&nbsp;&nbsp;<font color=""#6f6f6f"">뉴시스</font></li><li><a href=""https://imnews.imbc.com/replay/2022/nw1400/article/6354386_35722.html"" target=""_blank"">오늘 다시 30만 명대‥거리두기 조정안 논의</a>&nbsp;&nbsp;<font color=""#6f6f6f"">MBC뉴스</font></li><li><strong><a href=""https://news.google.com/stories/CAAqNggKIjBDQklTSGpvSmMzUnZjbmt0TXpZd1NoRUtEd2pybnZpREJSR2J6R0RMN2ZpeDh5Z0FQAQ?oc=5"" target=""_blank"">Google 뉴스에서 전체 콘텐츠 보기</a></strong></li></ol>","OrderedDict([('@url', 'https://www.hani.co.kr'), ('#text', '한겨레')])"
"법무부, 수사지휘권 놓고 朴장관과 다른 목소리 - 조선일보 - The Chosunilbo",https://www.chosun.com/politics/politics_general/2022/03/30/ZVW5IZUGXRGLRFIPCUESQM2RLQ/,"OrderedDict([('@isPermaLink', 'false'), ('#text', 'CBMiV2h0dHBzOi8vd3d3LmNob3N1bi5jb20vcG9saXRpY3MvcG9saXRpY3NfZ2VuZXJhbC8yMDIyLzAzLzMwL1pWVzVJWlVHWFJHTFJGSVBDVUVTUU0yUkxRL9IBZmh0dHBzOi8vd3d3LmNob3N1bi5jb20vcG9saXRpY3MvcG9saXRpY3NfZ2VuZXJhbC8yMDIyLzAzLzMwL1pWVzVJWlVHWFJHTFJGSVBDVUVTUU0yUkxRLz9vdXRwdXRUeXBlPWFtcA')])","Tue, 29 Mar 2022 18:04:55 GMT","<a href=""https://www.chosun.com/politics/politics_general/2022/03/30/ZVW5IZUGXRGLRFIPCUESQM2RLQ/"" target=""_blank"">법무부, 수사지휘권 놓고 朴장관과 다른 목소리 - 조선일보</a>&nbsp;&nbsp;<font color=""#6f6f6f"">The Chosunilbo</font><strong><a href=""https://news.google.com/stories/CAAqNggKIjBDQklTSGpvSmMzUnZjbmt0TXpZd1NoRUtEd2lveDhEOEJCR0pxTUt3N0NXQjlDZ0FQAQ?oc=5"" target=""_blank"">Google 뉴스에서 전체 콘텐츠 보기</a></strong>","OrderedDict([('@url', 'https://www.chosun.com'), ('#text', 'The Chosunilbo')])"
"교육부, 선제검사 양성예측도 95% 자화자찬…현장선 '위음성' 난리 - 한겨레",https://www.hani.co.kr/arti/society/schooling/1036709.html,"OrderedDict([('@isPermaLink', 'false'), ('#text', '1350510068')])","Tue, 29 Mar 2022 07:49:55 GMT","<ol><li><a href=""https://www.hani.co.kr/arti/society/schooling/1036709.html"" target=""_blank"">교육부, 선제검사 양성예측도 95% 자화자찬…현장선 '위음성' 난리</a>&nbsp;&nbsp;<font color=""#6f6f6f"">한겨레</font></li><li><a href=""https://www.youtube.com/watch?v=9It1yNKvZlA"" target=""_blank"">4월에도 학교 선제검사 유지…기숙사 주2회 / 연합뉴스TV (YonhapnewsTV)</a>&nbsp;&nbsp;<font color=""#6f6f6f"">연합뉴스TV</font></li><li><a href=""https://www.nocutnews.co.kr/news/5730872"" target=""_blank"">4월에도 등교전 선제검사 유지…셋째주부터는 주1회 검사로 변경</a>&nbsp;&nbsp;<font color=""#6f6f6f"">노컷뉴스</font></li><li><strong><a href=""https://news.google.com/stories/CAAqNggKIjBDQklTSGpvSmMzUnZjbmt0TXpZd1NoRUtEd2oweV95REJSSGc5RWw2VkJLNUhpZ0FQAQ?oc=5"" target=""_blank"">Google 뉴스에서 전체 콘텐츠 보기</a></strong></li></ol>","OrderedDict([('@url', 'https://www.hani.co.kr'), ('#text', '한겨레')])"
내일부터 벚꽃 부르는 봄비…주말엔 꽃샘추위 - 한겨레,https://www.hani.co.kr/arti/society/environment/1036655.html,"OrderedDict([('@isPermaLink', 'false'), ('#text', '1357048653')])","Tue, 29 Mar 2022 03:04:08 GMT","<ol><li><a href=""https://www.hani.co.kr/arti/society/environment/1036655.html"" target=""_blank"">내일부터 벚꽃 부르는 봄비…주말엔 꽃샘추위</a>&nbsp;&nbsp;<font color=""#6f6f6f"">한겨레</font></li><li><a href=""https://www.youtube.com/watch?v=YKrRL93JayU"" target=""_blank"">[생활날씨] 내일 봄비 조금…큰 일교차 여전 / 연합뉴스TV (YonhapnewsTV)</a>&nbsp;&nbsp;<font color=""#6f6f6f"">연합뉴스TV</font></li><li><a href=""https://news.jtbc.joins.com/html/773/NB12052773.html"" target=""_blank"">내일 아침 영하권 추위…낮엔 따뜻, 일교차 15~20도까지</a>&nbsp;&nbsp;<font color=""#6f6f6f"">JTBC</font></li><li><a href=""https://www.mk.co.kr/news/society/view/2022/03/282354/"" target=""_blank"">내일 5㎜ 안팎 봄비…오전에 빗방울, 밤 전국 확대</a>&nbsp;&nbsp;<font color=""#6f6f6f"">매일경제</font></li><li><a href=""https://www.youtube.com/watch?v=4Yq_SoeHYfY"" target=""_blank"">[날씨] 내일 밤 전국 비…모레 오전 대부분 그쳐 / 연합뉴스TV (YonhapnewsTV)</a>&nbsp;&nbsp;<font color=""#6f6f6f"">연합뉴스TV</font></li><li><strong><a href=""https://news.google.com/stories/CAAqNggKIjBDQklTSGpvSmMzUnZjbmt0TXpZd1NoRUtEd2pOMW91SEJSRU5kU3puWTl6azB5Z0FQAQ?oc=5"" target=""_blank"">Google 뉴스에서 전체 콘텐츠 보기</a></strong></li></ol>","OrderedDict([('@url', 'https://www.hani.co.kr'), ('#text', '한겨레')])"
"러, 우크라 정권 제거→돈바스 분단·장악으로 목표 선회? - 한겨레",https://www.hani.co.kr/arti/international/europe/1036621.html,"OrderedDict([('@isPermaLink', 'false'), ('#text', '1356547356')])","Mon, 28 Mar 2022 22:36:20 GMT","<ol><li><a href=""https://www.hani.co.kr/arti/international/europe/1036621.html"" target=""_blank"">러, 우크라 정권 제거→돈바스 분단·장악으로 목표 선회?</a>&nbsp;&nbsp;<font color=""#6f6f6f"">한겨레</font></li><li><a href=""https://www.donga.com/news/Inter/article/all/20220330/112597865/1"" target=""_blank"">“푸틴, 우크라를 한국처럼 분단국가 만들려고 해… 끝까지 싸울 것”</a>&nbsp;&nbsp;<font color=""#6f6f6f"">게임동아</font></li><li><a href=""https://www.mk.co.kr/news/world/view/2022/03/284475/"" target=""_blank"">[우크라 침공] 러 국방 ""군사작전 주요목표 돈바스 해방에 집중""(종합)</a>&nbsp;&nbsp;<font color=""#6f6f6f"">매일경제</font></li><li><a href=""https://www.youtube.com/watch?v=1qpIy0L3xCg"" target=""_blank"">[30초뉴스] 작전 바꾼 푸틴? 한국처럼 분단국가 만드나 / 연합뉴스TV (YonhapnewsTV)</a>&nbsp;&nbsp;<font color=""#6f6f6f"">연합뉴스TV</font></li><li><a href=""https://www.seoul.co.kr/news/newsView.php?id=20220329017021"" target=""_blank"">점령 못 하면 쪼갠다… '南우크라·北우크라' 시나리오 꺼낸 러시아</a>&nbsp;&nbsp;<font color=""#6f6f6f"">서울신문</font></li><li><strong><a href=""https://news.google.com/stories/CAAqNggKIjBDQklTSGpvSmMzUnZjbmt0TXpZd1NoRUtEd2ljaXUyR0JSRkpPY1JoOFVRUUVpZ0FQAQ?oc=5"" target=""_blank"">Google 뉴스에서 전체 콘텐츠 보기</a></strong></li></ol>","OrderedDict([('@url', 'https://www.hani.co.kr'), ('#text', '한겨레')])"
"기재부 당국자, 인수위에 35조 추경 비공식 의사 타진 - 한국경제",https://www.hankyung.com/politics/article/202203298138i,"OrderedDict([('@isPermaLink', 'false'), ('#text', '1351896450')])","Tue, 29 Mar 2022 02:37:10 GMT","<ol><li><a href=""https://www.hankyung.com/politics/article/202203298138i"" target=""_blank"">기재부 당국자, 인수위에 35조 추경 비공식 의사 타진</a>&nbsp;&nbsp;<font color=""#6f6f6f"">한국경제</font></li><li><a href=""https://www.youtube.com/watch?v=rxtbl5NRzSM"" target=""_blank"">文·尹 ""추경 필요성엔 공감""…시기·재원은 갈등 소지 / 연합뉴스TV (YonhapnewsTV)</a>&nbsp;&nbsp;<font color=""#6f6f6f"">연합뉴스TV</font></li><li><a href=""https://www.gukjenews.com/news/articleView.html?idxno=2435651"" target=""_blank"">소상공인 방역지원금 1000만원, 추경 언제쯤? ""손실보상 문제 가장 시급""</a>&nbsp;&nbsp;<font color=""#6f6f6f"">국제뉴스</font></li><li><a href=""https://www.hankyung.com/economy/article/202203297298i"" target=""_blank"">인수위, 대출규제 완화 검토…""'고승사자' 소임 끝나""</a>&nbsp;&nbsp;<font color=""#6f6f6f"">한국경제</font></li><li><a href=""https://www.youtube.com/watch?v=JHIqha6SX2k"" target=""_blank"">""적자 국채는 최후 수단""…추경 30조원대 축소? / 연합뉴스TV (YonhapnewsTV)</a>&nbsp;&nbsp;<font color=""#6f6f6f"">연합뉴스TV</font></li><li><strong><a href=""https://news.google.com/stories/CAAqNggKIjBDQklTSGpvSmMzUnZjbmt0TXpZd1NoRUtEd2lDbTlHRUJSRkR0alFSTXl0TTFTZ0FQAQ?oc=5"" target=""_blank"">Google 뉴스에서 전체 콘텐츠 보기</a></strong></li></ol>","OrderedDict([('@url', 'https://www.hankyung.com'), ('#text', '한국경제')])"
우크라 참전 한국인 “히어로 판타지물 아냐…절대 오지마라” - 게임동아,https://www.donga.com/news/Inter/article/all/20220329/112587475/2,"OrderedDict([('@isPermaLink', 'false'), ('#text', 'CBMiQWh0dHBzOi8vd3d3LmRvbmdhLmNvbS9uZXdzL0ludGVyL2FydGljbGUvYWxsLzIwMjIwMzI5LzExMjU4NzQ3NS8y0gE3aHR0cHM6Ly93d3cuZG9uZ2EuY29tL25ld3MvYW1wL2FsbC8yMDIyMDMyOS8xMTI1ODc0NzUvMg')])","Tue, 29 Mar 2022 04:27:00 GMT","<a href=""https://www.donga.com/news/Inter/article/all/20220329/112587475/2"" target=""_blank"">우크라 참전 한국인 “히어로 판타지물 아냐…절대 오지마라”</a>&nbsp;&nbsp;<font color=""#6f6f6f"">게임동아</font>","OrderedDict([('@url', 'https://www.donga.com'), ('#text', '게임동아')])"
"171분의 만남 ""집무실 이전 협조""‥접점은 찾았지만‥ - MBC뉴스",https://imnews.imbc.com/replay/2022/nwdesk/article/6354474_35744.html,"OrderedDict([('@isPermaLink', 'false'), ('#text', 'CBMiRWh0dHBzOi8vaW1uZXdzLmltYmMuY29tL3JlcGxheS8yMDIyL253ZGVzay9hcnRpY2xlLzYzNTQ0NzRfMzU3NDQuaHRtbNIBRWh0dHBzOi8vaW1uZXdzLmltYmMuY29tL3JlcGxheS8yMDIyL253ZGVzay9hcnRpY2xlLzYzNTQ0NzRfMzU3NDUuaHRtbA')])","Tue, 29 Mar 2022 10:53:55 GMT","<a href=""https://imnews.imbc.com/replay/2022/nwdesk/article/6354474_35744.html"" target=""_blank"">171분의 만남 ""집무실 이전 협조""‥접점은 찾았지만‥</a>&nbsp;&nbsp;<font color=""#6f6f6f"">MBC뉴스</font><strong><a href=""https://news.google.com/stories/CAAqNggKIjBDQklTSGpvSmMzUnZjbmt0TXpZd1NoRUtEd2lkcnZtSUJSRkgxZFlFdkpUN0RTZ0FQAQ?oc=5"" target=""_blank"">Google 뉴스에서 전체 콘텐츠 보기</a></strong>","OrderedDict([('@url', 'https://imnews.imbc.com'), ('#text', 'MBC뉴스')])"
"檢, 삼성전자·웰스토리 본사 이틀 연속 압수수색 - 조선일보 - The Chosunilbo",https://www.chosun.com/national/court_law/2022/03/29/7N4J2JH7SVFMTNCBP3NUF7IKNQ/,"OrderedDict([('@isPermaLink', 'false'), ('#text', '1353888735')])","Tue, 29 Mar 2022 02:26:00 GMT","<ol><li><a href=""https://www.chosun.com/national/court_law/2022/03/29/7N4J2JH7SVFMTNCBP3NUF7IKNQ/"" target=""_blank"">檢, 삼성전자·웰스토리 본사 이틀 연속 압수수색 - 조선일보</a>&nbsp;&nbsp;<font color=""#6f6f6f"">The Chosunilbo</font></li><li><a href=""https://news.kbs.co.kr/news/view.do?ncd=5426303"" target=""_blank"">'직원 밥 잘 챙긴게 죄?' 삼성 웰스토리의 혐의는?</a>&nbsp;&nbsp;<font color=""#6f6f6f"">KBS뉴스</font></li><li><a href=""https://imnews.imbc.com/news/2022/society/article/6354344_35673.html"" target=""_blank"">검찰, '일감 몰아주기' 삼성전자·웰스토리 이틀째 압수수색</a>&nbsp;&nbsp;<font color=""#6f6f6f"">MBC뉴스</font></li><li><a href=""https://www.newdaily.co.kr/site/data/html/2022/03/29/2022032900172.html"" target=""_blank"">3년 내내 '뒷짐 검찰' 갑자기 '앞짐'… 尹정부 출범 앞두고 코드 맞추나</a>&nbsp;&nbsp;<font color=""#6f6f6f"">뉴데일리</font></li><li><a href=""https://www.mk.co.kr/news/society/view/2022/03/284609/"" target=""_blank"">檢 삼성웰스토리 수사 속도…최지성·정현호 피의자 입건</a>&nbsp;&nbsp;<font color=""#6f6f6f"">매일경제</font></li><li><strong><a href=""https://news.google.com/stories/CAAqNggKIjBDQklTSGpvSmMzUnZjbmt0TXpZd1NoRUtEd2pmNThxRkJSRUJSb3p6dkFfVnJ5Z0FQAQ?oc=5"" target=""_blank"">Google 뉴스에서 전체 콘텐츠 보기</a></strong></li></ol>","OrderedDict([('@url', 'https://www.chosun.com'), ('#text', 'The Chosunilbo')])"
"바이든 “푸틴, 권좌에 있어선 안돼”… 실언일까 진심일까 - 조선일보 - The Chosunilbo",https://www.chosun.com/international/us/2022/03/29/GSV3SIOHRFBARKE2C2QPH7U5GU/,"OrderedDict([('@isPermaLink', 'false'), ('#text', '1339783313')])","Mon, 28 Mar 2022 18:01:54 GMT","<ol><li><a href=""https://www.chosun.com/international/us/2022/03/29/GSV3SIOHRFBARKE2C2QPH7U5GU/"" target=""_blank"">바이든 “푸틴, 권좌에 있어선 안돼”… 실언일까 진심일까 - 조선일보</a>&nbsp;&nbsp;<font color=""#6f6f6f"">The Chosunilbo</font></li><li><a href=""https://www.youtube.com/watch?v=_gRvEbMP8BQ"" target=""_blank"">'푸틴 퇴진 발언' 바이든 ""도덕적 분노 표현…철회 안해"" / 연합뉴스TV (YonhapnewsTV)</a>&nbsp;&nbsp;<font color=""#6f6f6f"">연합뉴스TV</font></li><li><a href=""https://imnews.imbc.com/replay/2022/nwtoday/article/6354205_35752.html"" target=""_blank"">'푸틴 퇴진' 언급 바이든, 수습 진땀‥""개인적 발언""</a>&nbsp;&nbsp;<font color=""#6f6f6f"">MBC뉴스</font></li><li><a href=""https://www.nocutnews.co.kr/news/5730526"" target=""_blank"">""이 자(者)"" 바이든 실언, 폭풍 뇌관 건드렸다</a>&nbsp;&nbsp;<font color=""#6f6f6f"">노컷뉴스</font></li><li><a href=""https://www.donga.com/news/Inter/article/all/20220329/112578310/1"" target=""_blank"">푸틴 자극할라… 바이든, ‘러 정권교체’ 언급 하루만에 번복</a>&nbsp;&nbsp;<font color=""#6f6f6f"">게임동아</font></li><li><strong><a href=""https://news.google.com/stories/CAAqNggKIjBDQklTSGpvSmMzUnZjbmt0TXpZd1NoRUtEd2lSOGUzLUJCRnJTNEtreGt4OUxTZ0FQAQ?oc=5"" target=""_blank"">Google 뉴스에서 전체 콘텐츠 보기</a></strong></li></ol>","OrderedDict([('@url', 'https://www.chosun.com'), ('#text', 'The Chosunilbo')])"
"尹 “부동산·집값·세금, 쉽게 접근하면 큰 코 다쳐” - 경북일보",https://www.kyongbuk.co.kr/news/articleView.html?idxno=2097933,"OrderedDict([('@isPermaLink', 'false'), ('#text', '1355771410')])","Tue, 29 Mar 2022 10:53:23 GMT","<ol><li><a href=""https://www.kyongbuk.co.kr/news/articleView.html?idxno=2097933"" target=""_blank"">尹 “부동산·집값·세금, 쉽게 접근하면 큰 코 다쳐”</a>&nbsp;&nbsp;<font color=""#6f6f6f"">경북일보</font></li><li><a href=""https://www.donga.com/news/Politics/article/all/20220329/112595655/1"" target=""_blank"">尹 “실용주의-국민 이익을 국정과제 기초로 삼아 달라”</a>&nbsp;&nbsp;<font color=""#6f6f6f"">게임동아</font></li><li><a href=""https://www.mk.co.kr/news/politics/view/2022/03/283558/"" target=""_blank"">尹 ""부동산·세금, 큰코 다치기 일쑤…민생 빈틈없이 챙겨달라""(종합)</a>&nbsp;&nbsp;<font color=""#6f6f6f"">매일경제</font></li><li><a href=""https://biz.chosun.com/policy/politics/2022/03/29/K4XLPW22QBGPFCTCXJB4WUUC5A/"" target=""_blank"">尹당선인 “실용주의·국민이익을 국정과제 기초로” - 조선비즈</a>&nbsp;&nbsp;<font color=""#6f6f6f"">조선비즈</font></li><li><a href=""https://www.donga.com/news/Politics/article/all/20220329/112590591/1"" target=""_blank"">尹 “집값·세금 쉽게 접근했다간 큰코 다쳐…빈틈없이 챙기라”</a>&nbsp;&nbsp;<font color=""#6f6f6f"">게임동아</font></li><li><strong><a href=""https://news.google.com/stories/CAAqNggKIjBDQklTSGpvSmMzUnZjbmt0TXpZd1NoRUtEd2lTM0wyR0JSRVVKY2NlRkt6UXlDZ0FQAQ?oc=5"" target=""_blank"">Google 뉴스에서 전체 콘텐츠 보기</a></strong></li></ol>","OrderedDict([('@url', 'https://www.kyongbuk.co.kr'), ('#text', '경북일보')])"
"벤투호, UAE에 0-1 패배…최종예선 조 1위와 무패 기록 무산 - KBS뉴스",https://news.kbs.co.kr/news/view.do?ncd=5427282,"OrderedDict([('@isPermaLink', 'false'), ('#text', '1354914847')])","Tue, 29 Mar 2022 16:26:00 GMT","<ol><li><a href=""https://news.kbs.co.kr/news/view.do?ncd=5427282"" target=""_blank"">벤투호, UAE에 0-1 패배…최종예선 조 1위와 무패 기록 무산</a>&nbsp;&nbsp;<font color=""#6f6f6f"">KBS뉴스</font></li><li><a href=""https://news.nate.com/view/20220330n00439"" target=""_blank"">[월드컵 예선] '처참한 경기력' 한국, UAE에 0-1 충격 패배…'조 1위+무패 무산' | 축구 : 네이트 스포츠</a>&nbsp;&nbsp;<font color=""#6f6f6f"">네이트 뉴스</font></li><li><a href=""https://www.chosun.com/sports/football/2022/03/29/M547P7RPURATBI7NN6AL5D4X44/"" target=""_blank"">‘골대만 두 번’ 벤투호, UAE에 져 무패 무산…조2위로 카타르행 - 조선일보</a>&nbsp;&nbsp;<font color=""#6f6f6f"">The Chosunilbo</font></li><li><a href=""https://www.gukjenews.com/news/articleView.html?idxno=2436380"" target=""_blank"">[속보]한국 UAE 축구 중계, 카타르 월드컵 최종예선 경기서 패배</a>&nbsp;&nbsp;<font color=""#6f6f6f"">국제뉴스</font></li><li><a href=""https://news.nate.com/view/20220329n39426"" target=""_blank"">[UAE전]손흥민-황의조-황희찬 '최정예 스리톱' 출격, 벤투호 역대 최고승률로 카타르 간다 | 축구 : 네이트 스포츠</a>&nbsp;&nbsp;<font color=""#6f6f6f"">네이트 뉴스</font></li><li><strong><a href=""https://news.google.com/stories/CAAqNggKIjBDQklTSGpvSmMzUnZjbmt0TXpZd1NoRUtEd2lmdUltR0JSRnZ5RC1ZblFQNGJTZ0FQAQ?oc=5"" target=""_blank"">Google 뉴스에서 전체 콘텐츠 보기</a></strong></li></ol>","OrderedDict([('@url', 'https://news.kbs.co.kr'), ('#text', 'KBS뉴스')])"
"[7NEWS] 국토부, HDC현대산업개발 ‘등록말소’ 요청 - 조선일보 - The Chosunilbo",https://www.chosun.com/economy/real_estate/2022/03/29/KDZB7KQG5ZH37JSRLLLN34GIVE/,"OrderedDict([('@isPermaLink', 'false'), ('#text', '1358261783')])","Mon, 28 Mar 2022 22:06:23 GMT","<ol><li><a href=""https://www.chosun.com/economy/real_estate/2022/03/29/KDZB7KQG5ZH37JSRLLLN34GIVE/"" target=""_blank"">[7NEWS] 국토부, HDC현대산업개발 ‘등록말소’ 요청 - 조선일보</a>&nbsp;&nbsp;<font color=""#6f6f6f"">The Chosunilbo</font></li><li><a href=""https://imnews.imbc.com/replay/2022/nwtoday/article/6354206_35752.html"" target=""_blank"">'아파트 붕괴' 현대산업개발‥건설업 등록 말소?</a>&nbsp;&nbsp;<font color=""#6f6f6f"">MBC뉴스</font></li><li><a href=""https://www.donga.com/news/Economy/article/all/20220328/112575515/1"" target=""_blank"">국토부, 서울시에 “현산 최대 건설업 등록말소” 요청</a>&nbsp;&nbsp;<font color=""#6f6f6f"">게임동아</font></li><li><a href=""https://www.chosun.com/economy/real_estate/2022/03/29/EEAKF3OLEFEZJBO4BPRJVBMNWQ/"" target=""_blank"">국토부, 현대산업개발 ‘등록 말소’ 요청 - 조선일보</a>&nbsp;&nbsp;<font color=""#6f6f6f"">The Chosunilbo</font></li><li><a href=""https://news.jtbc.joins.com/news/803/NB12052803.html"" target=""_blank"">현대산업개발 퇴출 수순…더 이상 '아이파크' 못 보나</a>&nbsp;&nbsp;<font color=""#6f6f6f"">JTBC</font></li><li><strong><a href=""https://news.google.com/stories/CAAqNggKIjBDQklTSGpvSmMzUnZjbmt0TXpZd1NoRUtEd2lYM05XSEJSRmNkUjRKMVRhbENpZ0FQAQ?oc=5"" target=""_blank"">Google 뉴스에서 전체 콘텐츠 보기</a></strong></li></ol>","OrderedDict([('@url', 'https://www.chosun.com'), ('#text', 'The Chosunilbo')])"
"대구시장 출마 홍준표 ""내가 우사인볼트도 아니고..."" - 오마이뉴스",http://www.ohmynews.com/NWS_Web/View/at_pg.aspx?CNTN_CD=A0002821996,"OrderedDict([('@isPermaLink', 'false'), ('#text', '1307880590')])","Tue, 29 Mar 2022 06:13:00 GMT","<ol><li><a href=""http://www.ohmynews.com/NWS_Web/View/at_pg.aspx?CNTN_CD=A0002821996"" target=""_blank"">대구시장 출마 홍준표 ""내가 우사인볼트도 아니고...""</a>&nbsp;&nbsp;<font color=""#6f6f6f"">오마이뉴스</font></li><li><a href=""https://www.youtube.com/watch?v=2MITbEp0Dnc"" target=""_blank"">국민의힘 공천 룰 수정…감점 상한 25%→10% 축소 / 연합뉴스TV (YonhapnewsTV)</a>&nbsp;&nbsp;<font color=""#6f6f6f"">연합뉴스TV</font></li><li><a href=""http://www.knnews.co.kr/news/articleView.php?idxno=1373172&gubun="" target=""_blank"">국힘, 지방선거 공천 '페널티 조항' 완화</a>&nbsp;&nbsp;<font color=""#6f6f6f"">경남신문</font></li><li><a href=""https://www.donga.com/news/Politics/article/all/20220329/112589519/1"" target=""_blank"">홍준표 “100m달리기하는데 10m벌점…내가 우사인볼트냐”</a>&nbsp;&nbsp;<font color=""#6f6f6f"">게임동아</font></li><li><a href=""https://www.youtube.com/watch?v=ChPj9PBa1Fg"" target=""_blank"">홍준표-김재원 신경전…공관위, 페널티 재논의키로 / 연합뉴스TV (YonhapnewsTV)</a>&nbsp;&nbsp;<font color=""#6f6f6f"">연합뉴스TV</font></li><li><strong><a href=""https://news.google.com/stories/CAAqNggKIjBDQklTSGpvSmMzUnZjbmt0TXpZd1NoRUtEd2lPMmRMdkJCSHNrYnFuMVVDXzVTZ0FQAQ?oc=5"" target=""_blank"">Google 뉴스에서 전체 콘텐츠 보기</a></strong></li></ol>","OrderedDict([('@url', 'http://www.ohmynews.com'), ('#text', '오마이뉴스')])"
"'강제연행' 지우고 독도 '일본 땅' 강화...日, 교과서 검정 결과 발표 - YTN",https://www.ytn.co.kr/_ln/0104_202203292223315040,"OrderedDict([('@isPermaLink', 'false'), ('#text', '1360994580')])","Tue, 29 Mar 2022 13:23:00 GMT","<ol><li><a href=""https://www.ytn.co.kr/_ln/0104_202203292223315040"" target=""_blank"">'강제연행' 지우고 독도 '일본 땅' 강화...日, 교과서 검정 결과 발표</a>&nbsp;&nbsp;<font color=""#6f6f6f"">YTN</font></li><li><a href=""https://www.hani.co.kr/arti/international/japan/1036708.html"" target=""_blank"">'고노담화' 한발 더 멀어진 일본…교과서 '일본군·종군' 위안부 삭제</a>&nbsp;&nbsp;<font color=""#6f6f6f"">한겨레</font></li><li><a href=""https://www.youtube.com/watch?v=zd2uQh-Ay64"" target=""_blank"">일 교과서에 조선인 '강제연행·종군위안부' 표현 사라져 / 연합뉴스TV (YonhapnewsTV)</a>&nbsp;&nbsp;<font color=""#6f6f6f"">연합뉴스TV</font></li><li><a href=""https://www.yna.co.kr/view/AKR20220329092152073?section=news"" target=""_blank"">日교과서 검정서 '강제연행' 삭제하고 '독도=일본땅' 도발(종합2보)</a>&nbsp;&nbsp;<font color=""#6f6f6f"">연합뉴스</font></li><li><a href=""https://www.seoul.co.kr/news/newsView.php?id=20220329500147"" target=""_blank"">[속보] 日교과서에 '위안부' 사라지고 '독도 영유권' 주장…외교부 “시정 촉구”</a>&nbsp;&nbsp;<font color=""#6f6f6f"">서울신문</font></li><li><strong><a href=""https://news.google.com/stories/CAAqNggKIjBDQklTSGpvSmMzUnZjbmt0TXpZd1NoRUtEd2lVd3Z5SUJSRUZRSVF0VVp5a2JDZ0FQAQ?oc=5"" target=""_blank"">Google 뉴스에서 전체 콘텐츠 보기</a></strong></li></ol>","OrderedDict([('@url', 'https://www.ytn.co.kr'), ('#text', 'YTN')])"
